-1.101959844829440982e+01,-3.158820307762122415e+00
-6.380880855475785651e+00,-8.506638087491058542e+00
-1.121745690063213452e+01,-1.503979898301807339e+00
-1.615890912770130416e+00,4.180175626329556415e+00
-1.461260185821749769e+00,4.525498514650620585e+00
-1.130094581595810332e+00,4.544191078840547959e+00
-1.013368982975369015e+01,-4.750618332856333836e+00
-7.587039566841077276e-01,3.722762009668828309e+00
-2.306476594203427766e+00,5.307976760491872170e+00
-7.487739145048514011e+00,-8.066763698099757463e+00
-7.323865037058270744e+00,-7.963934907065387314e+00
-5.678567919411420029e+00,-7.605098519935851620e+00
-8.438906963033241837e+00,-3.843945850937776409e+00
-1.099473229918278427e+01,-4.060142534142429760e+00
-8.172594685942291548e+00,-8.170946422534187903e+00
-1.410760744560749069e+00,4.109848716472298769e+00
-1.132966417017034999e+01,-5.714037107761988032e+00
-1.250415315632916347e+01,-6.067512469280030629e+00
-1.340520809891420972e+00,4.157119493365751595e+00
-1.010770399381670792e+01,-3.944799601927179822e+00
-8.187177589527644628e+00,-5.259075469920942325e+00
-1.016591134339781810e+01,-4.127528891671195410e+00
-5.279305184970926046e-01,5.926306685265360308e+00
-1.378894828825880436e+00,4.333377165095884109e+00
-2.802078103970659484e+00,4.057147146430284401e+00
-1.167190831127203410e+01,-3.128318722924218864e+00
-1.003308042853181270e+01,-1.842743493762494911e+00
-1.927447985574535450e+00,4.936845335581347527e+00
-1.025189237126046926e+01,-2.553504604882218754e+00
-1.082788439896821586e+01,-4.833926147207375124e+00
-1.965763918576891367e+00,5.234464511450407365e+00
-6.416238539567071797e+00,-8.045884810800455256e+00
-5.903442201983344795e+00,-8.180757490892023753e+00
-9.536548403676084362e+00,-5.129331218804519921e+00
-7.208077928664976319e+00,-7.120244325674294217e+00
-8.380762904795801660e+00,-3.450607665363300214e+00
-8.225052288640014808e+00,-6.803121285942318686e+00
-1.851395458310134412e+00,3.518860904758325248e+00
-8.630620334313643838e+00,-7.139405637652339820e+00
-1.698255415214570574e+00,2.790717514139866573e+00
-1.974519689035454384e-01,2.346349159345507474e+00
